title,authors,publication_date,abstract,url,id
Employment growth slows in the Eighth District,"Bandyopadhyay, Subhayu, La Jeunesse, Elizabeth A., Martinek, Christopher J., Hernandez-Murillo, Ruben",N/A,N/A,https://www.stlouisfed.org/publications/regional-economist/october-2007/employment-growth-slows-in-the-eighth-district,fedlre:27079
"Labor Market Conditions Have Eased, but Why? A State-Level View","Martorana, Joseph, Gascon, Charles S.",N/A,An analysis examines how changes in labor supply and labor demand contributed to loosening state and national job market conditions in 2023.,https://www.stlouisfed.org/publications/regional-economist/2024/feb/labor-market-conditions-eased-state-level-view,fedlre:97814
Local Governments in the U.S.: A Breakdown by Number and Type,"Smaldone, Amy, Wright, Mark L. J.",N/A,An analysis examines state variations in how the number and types of local governments in the U.S. have evolved since the 1940s.,https://www.stlouisfed.org/publications/regional-economist/2024/march/local-governments-us-number-type,fedlre:97949
Can the term spread predict output growth and recessions? a survey of the literature,"Wohar, Mark E., Wheelock, David C.",N/A,"This article surveys recent research on the usefulness of the term spread (i.e., the difference between the yields on long-term and short-term Treasury securities) for predicting changes in economic activity. Most studies use linear regression techniques to forecast changes in output or dichotomous choice models to forecast recessions. Others use time-varying parameter models, such as Markov-switching models and smooth transition models, to account for structural changes or other nonlinearities. Many studies find that the term spread predicts output growth and recessions up to one year in advance, but several also find its usefulness varies across countries and over time. In particular, many studies find that the ability of the term spread to forecast output growth has diminished in recent years, although it remains a reliable predictor of recessions.",https://files.stlouisfed.org/files/htdocs/publications/review/09/09/part1/Wheelock.pdf,fedlrv:25092
This little piggy restricted market access,"Mahon, Joe",N/A,N/A,http://www.minneapolisfed.org/publications_papers/pub_display.cfm?id=1463,fedmga:23813
Another attempt to quantify the benefits of reducing inflation,"Braun, R. Anton",N/A,"This article estimates the benefits of reducing U.S. inflation below its current level when the government simultaneously raises another distortionary tax. Other researchers have suggested that reducing inflation would have fairly large benefits?from 1 to 3 percent of gross domestic product. But that result depends on the unrealistic assumption that the government would replace inflation with a lump-sum tax, one which does not affect people's incentives. If, instead, inflation is replaced with an increase in the labor income tax, then the welfare gains that can be expected from reducing inflation below its current level are much smaller?from one-third to one-half of 1 percent of gross domestic product.",http://minneapolisfed.org/research/qr/qr1842.html,fedmqr:41754
"Identification and estimation of a model of hyperinflation with a continuum of \""sunspot\"" equilibrium","Wallace, Neil, Sargent, Thomas J.",N/A,"This paper constructs a model with two structural equations: the Government budget constraint and a linear version of Cagan?s portfolio balance equation. The model contains a continuum of equilibria with ?sunspot equilibria.? Closed forms for the solutions are found. Even though there is a continuum of equilibria, the model is overidentified econometrically, so that the model restricts time series data on price levels and currency stocks. We describe how the free parameters of the model can be estimated, including some parameters that serve to index particular members of the continuum of equilibria. The sunspot equilibria hold out some promise of explaining anomalies in the observed behavior of inflation and real balances during hyperinflations.",http://www.minneapolisfed.org/research/common/pub_detail.cfm?pb_autonum_id=551,fedmwp:42456:original
Market returns and mutual fund flows,"Remolona, Eli M., Gruenstein, Debbie, Kleiman, Paul",N/A,"With the increased popularity of mutual funds come increased concerns. Namely, could a sharp drop in stock and bond prices set off a cascade of redemptions by mutual fund investors and could the redemptions exert further downward pressure on asset markets? The authors analyze this relationship by using instrumental variables--a measuring technique previously unapplied to market returns and mutual fund flows--to determine the effect of returns on flows. Despite market observers' fears of a downward spiral in asset prices, the authors conclude that the short-term effect of market returns on mutual fund flows typically has been too weak to sustain such a spiral.",https://www.newyorkfed.org/medialibrary/media/research/epr/97v03n2/9707remo.html,fednep:19835
Auto Loan Delinquency Revs Up as Car Prices Stress Budgets,"Haughwout, Andrew F., Mangrum, Daniel, Lee, Donghoon, Wang, Crystal, Scally, Joelle, Van der Klaauw, Wilbert",N/A,"The New York Fed’s Center for Microeconomic Data released the Quarterly Report on Household Debt and Credit for the fourth quarter of 2023 this morning. Household debt balances grew by $212 billion over the last quarter. Although there was growth across most loan types, it was moderate compared to the fourth-quarter changes seen in the past few years. Mortgage balances grew by $112 billion and home equity line of credit (HELOC) balances saw an $11 billion bump as borrowers tapped home equity in lieu of refinancing first mortgages. Credit card balances, which typically see substantial increases in the fourth quarter coinciding with holiday spending, grew by $50 billion, and are now 14.5 percent higher than in the fourth quarter of 2022. Auto loan balances saw a $12 billion increase from the previous quarter, continuing the steady growth that has been in place since 2011. In this post, we revisit our analysis on credit cards and examine which groups are struggling with their auto loan payments. The Quarterly Report and this analysis are based on the New York Fed Consumer Credit Panel (CCP), a panel which is drawn from Equifax credit reports.",https://libertystreeteconomics.newyorkfed.org/2024/02/auto-loan-delinquency-revs-up-as-car-prices-stress-budgets/,fednls:97733
"Concluding remarks at the Monetary Policy Implementation in the Long Run Conference, Federal Reserve Bank of Minneapolis","Potter, Simon M.",N/A,"Remarks at the Monetary Policy Implementation in the Long Run Conference, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota.",https://www.newyorkfed.org/newsevents/speeches/2016/pot161019,fednsp:29924
The Effects of Collecting Income Taxes on Social Security Benefits,"Jones, John Bailey, Li, Yue",N/A,"Since 1983, Social Security benefits have been subject to income taxation, a provision that can significantly increase the marginal income tax rate for older individuals. To assess the impact of this tax, we construct and calibrate a detailed life-cycle model of labor supply, saving, and Social Security claiming. We find that in a long-run stationary environment, replacing the taxation of Social Security benefits with a revenue-equivalent increase in the payroll tax would significantly increase labor supply, consumption and welfare. From an ex-ante perspective an even more desirable reform would be to make the portion of benefits subject to income taxes completely independent of other income.",https://www.richmondfed.org/-/media/richmondfedorg/publications/research/working_papers/2017/pdf/wp17-02.pdf,fedrwp:18492:original
Learning from Experience: Why Nations May Have Responded Differently to COVID-19,"Sun, Qiuhan, Monge-Naranjo, Alexander",N/A,Countries affected by the SARS pandemic in 2002-03 appear to have responded to COVID-19 more quickly and effectively with tests and mobility restrictions.,https://www.stlouisfed.org/on-the-economy/2020/november/learning-experience-why-nations-responded-differently-covid19,l00001:89045
On the uniqueness of community banks,"MacDonald, Steven Scott, Koch, Timothy W., Hein, Scott E.",N/A,"To the public, all banks seem alike. But banking insiders make important distinctions between community banks and all other banks. Policymakers worry that community banks? unique characteristics threaten their survival in the face of industry consolidation. However, despite dramatic regulatory and technological changes in the industry in the past two decades, community banks have not only survived but often prospered. ; This article explores the differences between community banks and larger banks to discover what makes community banks unique. Large banks engage primarily in transactional banking?the provision of highly standardized intermediation services, such as gathering deposits and extending loans, that require little human input to manage. Community banks, in contrast, typically focus on relationship banking, which requires more human input, more detailed credit evaluation, and localized decision making. ; Examining profit and risk measures for the 1998?2002 period for both community banks and large banking organizations, the authors find evidence that small banks were generally profitable. In all but the smallest size category, community banks have performed as well as, and often better than, large banks in managing net interest margins, aggregate profits, and credit risk. Also, community banks are more likely to adopt Subchapter S tax status, which allows them to avoid direct federal income taxation and pass tax benefits on to shareholders. These institutions typically have relatively higher returns on both equity and assets than larger banks do. Whether community banks will be able to sustain this good performance will depend, the authors conclude, on how well managers find valuable relationship lending niches, invest bank capital, and balance asset quality with growth.",https://www.frbatlanta.org/-/media/documents/research/publications/economic-review/2005/vol90no1_hein-koch-macdonald.pdf,fedaer:30601
Guynn poses serious questions to bankers,anonymous,N/A,N/A,,fedafu:35812
Tennessee likely to outperform the nation again in 1994,anonymous,N/A,N/A,,fedaru:17949
Lessons from federal reform of business taxes,"Henderson, Yolanda K.",N/A,N/A,,fedbne:41226
"A panel study of investment: sales, cash flow, the cost of capital, and leverage","Kopcke, Richard W., Howrey, Mark M.",N/A,"This article compares the investment spending for each of 396 corporations during the late 1980s and early 1990s to projections of their spending derived from several basic models of investment. According to these models, capital spending, on average, adheres closely to output, profits, and the cost of capital. The pattern of average forecast errors derived from the statistical models does not correspond very closely to measures of indebtedness, liquidity, size, or type of business. It is not surprising that these variables should influence capital spending so little, once the general business climate (represented by sales or cash flow) has been taken into account. ; For the making of economic policy, the evidence suggests that the familiar macroeconomic incentives for investment would be no less effective today than they have been in the past. In particular, the volume of investment spending would appear to respond to monetary and fiscal policies in the customary way. Despite their potential differences, the models agree that monetary or fiscal policy must be unusually aggressive to increase investment spending substantially when the rate of growth of GDP is unusually low.",http://www.bostonfed.org/economic/neer/neer1994/neer194b.pdf,fedbne:41326
The role of savings and investment in balancing the current account: some empirical evidence from the United States,"Olivei, Giovanni P.",N/A,"Current account deficits ultimately reflect a disparity between a country's national savings and investment. As such, the issue of how current account balance is achieved in practice can be viewed  in terms of whether it is savings or investment that adjusts to an external deficit. In this article, the author examines empirically how savings and investment have responded to current account imbalances in the United States over the past 40 years. The main finding is that, on average, investment was largely responsible for rebalancing the current account in the long run. The finding that investment has borne the largest fraction of the external adjustment conforms with the view that, in the long run, the national savings rate constrains a country's rate of investment. Thus, in a situation with outstanding net external debt, low levels of national savings ultimately imply low levels of domestic investment. To the extent that one views net additions of capital as essential for a country's future growth prospects, low savings may signify a reduction in future standards of living.",http://www.bostonfed.org/economic/neer/neer2000/neer400a.htm,fedbne:41448
Inflation persistence,"Fuhrer, Jeffrey C.",N/A,"This paper examines the concept of inflation persistence in macroeconomic theory. It begins with a definition of persistence, emphasizing the difference between reduced-form and structural persistence. It then examines a number of empirical measures of reduced-form persistence, considering the possibility that persistence may have changed over time. The paper then examines the theoretical sources of persistence, distinguishing ?intrinsic? from ?inherited? persistence, and deriving a number of analytical results on persistence. It summarizes the implications for persistence from the literatures on ?sticky-information? models, learning models, and so-called ?trend inflation models,? providing some new results throughout.",http://www.bostonfed.org/economic/wp/wp2009/wp0914.htm,fedbwp:7197:original
Interest Rate Surprises: A Tale of Two Shocks,"Ozdagli, Ali, Nunes, Ricardo, Tang, Jenny",N/A,"Interest rate surprises around FOMC announcements reveal both the surprise in the monetary policy stance (the pure policy shock) and interest rate movements driven by exogenous information about the economy from the central bank (the information shock). In order to disentangle the effects of these two shocks, we use interest rate changes on days of macroeconomic data releases. On these release dates, there are no pure policy shocks, which allows us to identify the impact of information shocks and thereby distill pure policy shocks from interest rate surprises around FOMC announcements. Our results show that there is a prominent central bank information component in the widely used high-frequency policy rate surprise measure that needs to be parsed out. When we remove this central bank information component, the estimated effects of monetary policy shocks are more pronounced relative to those estimated using the entire policy rate surprise.",https://www.bostonfed.org/publications/research-department-working-paper/2022/interest-rate-surprises-a-tale-of-two-shocks.aspx,fedbwp:93691:original
Consumer choice and merchant acceptance of payment media,"Bolt, Wilko, Chakravorti, Sujit",N/A,"We study the ability of banks and merchants to influence the consumer's payment instrument choice. Consumers participate in payment card networks to insure themselves against three types of shocks -- income, theft, and their merchant match. Merchants choose which payment instruments to accept based on their production costs and increased profit opportunities. Our key results can be summarized as follows. The structure of prices is determined by the level of the bank's cost to provide payment services including the level of aggregate credit loss, the probability of theft, and the timing of income inflows. We also identify equilibria where the bank finds it profitable to offer one or both payment cards. Our model predicts that when merchants are restricted to charging a uniform price for goods that they sell, the bank benefits while consumers and merchants are worse off. Finally, we compare welfare-maximizing price structures to those that result from the bank's profit-maximizing price structure.",http://www.chicagofed.org/digital_assets/publications/working_papers/2008/wp2008_11.pdf,fedhwp:6701:original
"Estate taxation, entrepreneurship, and wealth","De Nardi, Mariacristina, Cagetti, Marco",N/A,"We study the effects of abolishing estate taxation in a quantitative and realistic framework that includes the key features that policy makers are worried about: business investment, borrowing constraints, estate transmission, and wealth inequality. We use our model to estimate effective estate taxation. We consider various tax instruments to reestablish fiscal balance when abolishing estate taxation. We find that abolishing estate taxation would not generate large increases in inequality, and would, in some cases, generate increases in aggregate output and capital accumulation. If, however, the resulting revenue shortfall were financed through increased income or consumption taxation, the immensely rich, and the old among those in particular, would experience a welfare gain, at the cost of welfare losses for the vast majority of the population.",http://www.chicagofed.org/digital_assets/publications/working_papers/2007/wp2007_08.pdf,fedhwp:6816:original
What is the optimal inflation rate?,"Billi, Roberto M., Kahn, George A.",N/A,"With inflation in the United States and elsewhere low by historical standards, the question of what inflation rate policymakers should aim for has moved front and center. Knowing what inflation rate to aim for is critically important for maximizing the economic well-being of the public. ; Most policymakers agree they should not allow inflation to fall below zero because the costs of deflation are thought to be high. They disagree, however, about how much above zero, if any, central banks should aim to keep inflation. Unfortunately, rigorous estimates of an \\""optimal inflation rate\\"" have not been available in the economics literature. ; Billi and Kahn provide estimates of the optimal inflation rate. Based on a standard, modern macroeconomic model calibrated to U.S. data, they estimate the optimal inflation rate to be 0.7 to 1.4 percent per year as measured by the PCE price index. This estimate is the first to be based on an economic model in which policymakers are assumed explicitly to maximize the economic well-being of the public. Further research is required to confirm or refine these results using models that incorporate a richer array of possible interactions between the long-run inflation objective and economic stability.",https://www.kansascityfed.org/documents/512/PDF-2q08billi_kahn.pdf,fedker:31161
Farm credit problems: the policy choices,"Duncan, Marvin R., Drabenstott, Mark",N/A,N/A,https://www.kansascityfed.org/documents/1525/1985-Farm%20Credit%20Problems:%20The%20Policy%20Choices.pdf,fedker:31565
An emerging computer sector in the Tenth District,"Henderson, Jason",N/A,"Computer industries have been an important facet of the nation's current economic expansion. During the 1990s, the computer sector has added almost three-quarters of a million jobs across the country, creating high-paying new positions and spawning new opportunities for the American entrepreneur.",http://www.kansascityfed.org/publicat/red/pdf/3q98bank.pdf,fedkre:39225
A metropolitan issue : can cities and suburbs peacefully coexist?,"Lapp, Toni",N/A,N/A,http://www.kansascityfed.org/publicat/TEN/pdf/Winter06Full.pdf,fedkte:17395
Economic globalization,"Gascon, Charles S.",N/A,"Globalization has been covered heavily in the news recently, with special focus on the rise of China in the global economy and the sense of more job insecurity in the United States.",https://research.stlouisfed.org/publications/page1-econ/2007/11/01/economic-globalization/,fedlli:20542
Saving for a rainy day?,"Garrett, Thomas A.",N/A,N/A,https://files.stlouisfed.org/files/htdocs/datatrends/pdfs/net/20040401/cover.pdf,fedlne:42170
"How to Extend the U.S. Expansion: A Suggestion: a presentation at the Real Return XII: The Inflation-Linked Products Conference 2018, New York, N.Y.","Bullard, James B.",N/A,"In New York, St. Louis Fed President James Bullard laid out a possible strategy for extending the U.S. economic expansion. The strategy relies on placing more weight on financial market signals, such as the slope of the yield curve and market-based inflation expectations, than is customary. He noted that many current approaches to monetary policy strategy continue to overemphasize the now-defunct empirics of the Phillips curve, whose inflation-unemployment relationship has largely broken down over the past two decades. ?Handled properly, current financial market information can provide the basis for a better forward-looking monetary policy strategy,? he said. He also noted that these signals could help the FOMC better identify the neutral policy rate. ?The flattening yield curve and subdued market-based inflation expectations suggest that the current monetary policy stance is already neutral or possibly somewhat restrictive,? he said.",https://www.stlouisfed.org/~/media/files/pdfs/bullard/remarks/2018/bullard_real_return_xii_nyc_5_sept_2018.pdf,fedlps:33173
"The FOMC: Ahead on Results, Behind on Rates","Bullard, James B.",N/A,"October 2, 2014. Presentation. \""The FOMC: Ahead on Results, Behind on Rates.\"" Tupelo, Miss.",http://research.stlouisfed.org/econ/bullard/pdf/Bullard-Tupelo-MS-2-October-2014-Final.pdf,fedlps:33383
Dividing up the minerals of the deep seabed,"Gorham, Michael",N/A,N/A,https://www.frbsf.org/wp-content/uploads/78-1_7-19.pdf,fedfer:23190
What problem are we trying to solve?,"Pinsky, Mark",N/A,N/A,https://www.frbsf.org/wp-content/uploads/sites/3/pinsky.pdf,fedfmo:13259
When bonds matter: home bias in goods and assets,"Coeurdacier, Nicolas, Gourinchas, Pierre-Olivier",N/A,"Recent models of international equity portfolios exhibit two potential weaknesses: 1) the structure of equilibrium equity portfolios is determined by the correlation of equity returns with real exchange rates; yet empirically equities don't appear to be a good hedge against real exchange rate risk; 2) Equity portfolios are highly sensitive to preference parameters. This paper solves both problems. It first shows that in more general and realistic environments, the hedging of real exchange rate risks occurs through international bond holdings since relative bond returns are strongly correlated with real exchange rate fluctuations. Equilibrium equity positions are then optimally determined by the correlation of equity returns with the return on non-financial wealth, conditional on the bond returns. The model delivers equilibrium portfolios that are well-behaved as a function of the underlying preference parameters. We find reasonable empirical support for the theory for G-7 countries. We are able to explain short positions in domestic currency bonds for all G-7 countries, as well as significant levels of home equity bias for the US, Japan and Canada.",http://www.frbsf.org/publications/economics/papers/2008/wp08-25bk.pdf,fedfwp:8923:original
The TIPS yield curve and inflation compensation,"Gürkaynak, Refet S., Sack, Brian P., Wright, Jonathan H.",N/A,"For over ten years, the U.S. Treasury has issued index-linked debt. Federal Reserve Board staff have fitted a yield curve to these indexed securities at the daily frequency from the start of 1999 to the present. This paper describes the methodology that is used and makes the estimates public. Comparison with the corresponding nominal yield curve allows measures of inflation compensation (or breakeven inflation rates) to be computed. We discuss the interpretation of inflation compensation and its relationship to inflation expectations and uncertainty, offering some empirical evidence that these measures are affected by an inflation risk premium that varies considerably at high frequency. In addition, we also find evidence that inflation compensation was held down in the early years of the sample by a premium associated with the illiquidity of TIPS at the time. We hope that the TIPS yield curve and inflation compensation data, which are posted here and will be updated periodically, will provide a useful tool to applied economists.",http://www.federalreserve.gov/pubs/feds/2008/200805/200805abs.html,fedgfe:34553:original
Intangible capital and economic growth,"Corrado, Carol, Sichel, Daniel E., Hulten, Charles R.",N/A,"Published macroeconomic data traditionally exclude most intangible investment from measured GDP. This situation is beginning to change, but our estimates suggest that as much as $800 billion is still excluded from U.S. published data (as of 2003), and that this leads to the exclusion of more than $3 trillion of business intangible capital stock. To assess the importance of this omission, we add intangible capital to the standard sources-of-growth framework used by the BLS, and find that the inclusion of our list of intangible assets makes a significant difference in the observed patterns of U.S. economic growth. The rate of change of output per worker increases more rapidly when intangibles are counted as capital, and capital deepening becomes the unambiguously dominant source of growth in labor productivity. The role of multifactor productivity is correspondingly diminished, and labor's income share is found to have decreased significantly over the last 50 years.",http://www.federalreserve.gov/pubs/feds/2006/200624/200624abs.html,fedgfe:34692:original
Using Generative AI Models to Understand FOMC Monetary Policy Discussions,"Kabir, Raakin, Meade, Ellen E., Sinha, Nitish R., Dunn, Wendy E.",N/A,"In an era increasingly shaped by artificial intelligence (AI), the public’s understanding of economic policy may be filtered through the lens of generative AI models (also called large language models or LLMs). Generative AI models offer the promise of quickly ingesting and interpreting large amounts of textual information.",https://www.federalreserve.gov/econres/notes/feds-notes/using-generative-ai-models-to-understand-fomc-monetary-policy-discussions-20241206.html,fedgfn:99266
"Political competition, causal relationships between taxes and spending, and their influence on government size: evidence from state-level data","Rogers, John H., Rogers, Diane Lim",N/A,"Theories of fiscal illusion and political competition have different implications for (i) the causal relationships between taxes and spending, and (ii) government size. These are tested using data from u.s. states from 1950 to 1990. We find evidence that greater political competition generally encourages bigger government, the Democratic Party is associated with bigger government, and state governments which \""tax first, spend later\"" are more likely to be large. Other factors related to the fiscal illusion and political competition theories also appear to be important determinants of government size.",http://www.federalreserve.gov/pubs/ifdp/1995/500/default.htm,fedgif:37092:original
Estimating forward-looking Euler equations with GMM estimators: an optimal-instruments approach,"Olivei, Giovanni P., Fuhrer, Jeffrey C.",N/A,"We compare different methods for estimating forwardlooking output and inflation equations and show that weak identification can be an issue in conventional GMM estimation. GMM and maximum likelihood procedures that impose the dynamic constraints implied by the forwardlooking relation on the instruments set are found to be more reliable than conventional GMM. These ?optimal instruments? procedures provide a robust alternative to estimating dynamic macroeconomic relations, and suggest only a limited role for expectational terms.",http://www.federalreserve.gov/events/conferences/mmp2004/pdf/Fuhrer-Olivei.pdf,fedgpr:681
The agricultural outlook for the bicentennial year plus one,"Harshbarger, C. Edward",N/A,N/A,https://www.kansascityfed.org/documents/911/1976-The%20Agricultural%20Outlook%20for%20the%20Bicentennial%20Year%20Plus%20One.pdf,fedker:31426
What Explains Lifetime Earnings Differences Across Individuals?,"Pollard, Emily, Mustre-del-Rio, Jose",N/A,"Expected lifetime earnings are a key factor in many individual decisions, such as whether or not to go to college and what kind of occupation to pursue. However, lifetime earnings differ widely across individuals, and uncovering the factors that explain these differences can be challenging. Some characteristics, such as race and sex, are observable. But other intangible characteristics, such as work performance, are more difficult to quantify. To what degree observable characteristics explain lifetime earnings is an empirical question. {{p}} Jos Mustre-del-Ro and Emily Pollard use a unique data set combining administrative and survey data to assess how much variation in lifetime earnings across individuals can be explained by observable characteristics such as sex, race, education, and labor market experience. They find that labor market experience?that is, the fact that some individuals work more years than others?accounts for roughly 40 percent of the difference in earnings. Standard demographic characteristics such as sex, race, or education alone explain about 15 percent of these differences. In total, observable characteristics account for a little more than half of lifetime earnings differences.",https://www.kansascityfed.org/documents/576/2019-What%20Explains%20Lifetime%20Earnings%20Differences%20across%20Individuals%3F.pdf,fedker:31801
Successful strategies in interstate bank acquisitions,"Spong, Kenneth, Sullivan, Richard J.",N/A,"Much of the recent consolidation in the banking industry has been across state lines, and this trend will accelerate due to recent federal legislation. As interstate banking expands further, the performance and success of banks that are acquired will be the key factor determining how much consolidation will occur and which organizations will be major participants. This article therefore examines a group of banks that were acquired on an interstate basis in 1986 and 1987, and tracks their performance after acquisition. It identifies strategies and characteristics that distinguish acquisitions with strong performance from those with weak performance. While strong and weak performing acquisitions were similar in many ways at the time they were acquired, strong performers expanded on an already significant presence in loan markets and avoided a deterioration in asset quality. Strong performers grew moderately overall, and improved net interest margins. Compared to weak performing acquisitions, strong performers were better at controlling expenses, and they widened this advantage after acquisition. Overall, the strong performers achieved success by applying sound banking techniques in a challenging new market, where previous experience and detailed insights into customers and competitors were limited.",http://www.kansascityfed.org/PUBLICAT/FIP/prs95-2.pdf,fedkfi:33547
Creating new rural development strategies : the role of nonprofits,"Stauber, Karl N.",N/A,N/A,http://www.kansascityfed.org/PUBLICAT/NewGovernance04/Stauber04.pdf,fedkrc:42045
The global battle over central bank independence,"Bullard, James B.",N/A,N/A,https://fraser.stlouisfed.org/title/6284/item/603118?start_page=2,fedlcb:23601
"Money supply, credit expansion, and housing price inflation","Wen, Yi",N/A,Credit and M2 may be driven simultaneously as part of a broader financial intermediation process; a common underlying factor may be the interest rate,http://research.stlouisfed.org/publications/es/10/ES1006.pdf,fedles:20819
Inflation and growth - commentary,"Kocherlakota, Narayana R.",N/A,N/A,http://research.stlouisfed.org/publications/review/96/05/9605nk.pdf,fedlpr:30337
"Does a Low-Interest-Rate Regime Punish Savers?: a presentation at Applications of Behavioural Economics and Multiple Equilibrium Models to Macroeconomic Policy Conference, London, United Kingdom. July 3, 2017.","Bullard, James B.",N/A,N/A,https://www.stlouisfed.org/~/media/Files/PDFs/Bullard/remarks/2017/Bullard_Do_Low_Rates_Harm_Savers_London_3_July_2017.pdf?la=en,fedlps:33396
Donor motives for foreign aid,"Vermann, E. Katarina, Bandyopadhyay, Subhayu",N/A,"The literature on foreign aid has contributed to our understanding of the motives for developed nations to provide aid to developing nations. In this article, the authors primarily focus on donor motivation, but they also touch on the consequences of receiving aid for developing nations. They consider both the developmental and strategic aspects of giving aid. While aid in the 1960s focused more on development, recent aid has increasingly reflected strategic considerations. For example, since the terrorist attacks of September 2001, the objective of reducing terrorism has been of increasing interest among donors giving aid to developing nations. The authors explain the rationale for providing such aid.",https://files.stlouisfed.org/files/htdocs/publications/review/13/07/bandyopadhyay.pdf,fedlrv:24868
"Monetary policy actions, macroeconomic data releases, and inflation expectations","Schmid, Frank A., Kliesen, Kevin L.",N/A,"This article analyzes how announced surprises in monetary policy actions and macroeconomic data releases affect the average rate of inflation that economic agents expect to prevail over the 10-year period following the surprise. The analysis also addresses the effect of Federal Reserve communication and surprises in monetary policy actions on perceived inflation risk over this 10-year period. The study shows that surprises in macroeconomic data releases and monetary policy actions indeed affect the expected rate of inflation. Further, there is evidence that surprises in monetary policy actions increase perceived inflation risk, whereas Federal Reserve communication reduces it.",https://files.stlouisfed.org/files/htdocs/publications/review/04/05/Kliesen.pdf,fedlrv:25917
Modeling bond yields in finance and macroeconomics,"Piazzesi, Monika, Diebold, Francis X., Rudebusch, Glenn D.",N/A,"From a macroeconomic perspective, the short-term interest rate is a policy instrument under the direct control of the central bank. From a finance perspective, long rates are risk-adjusted averages of expected future short rates. Thus, as illustrated by much recent research, a joint macro-finance modeling strategy will provide the most comprehensive understanding of the term structure of interest rates. We discuss various questions that arise in this research, and we also present a new examination of the relationship between two prominent dynamic, latent factor models in this literature: the Nelson-Siegel and affine no-arbitrage term structure models.",http://www.frbsf.org/economic-research/files/wp05-04bk.pdf,fedfwp:9030:original
Snow Belt to Sun Belt Migration: End of an Era?,"Wilson, Daniel J., Leduc, Sylvain",N/A,"Internal migration has been cited as a key channel by which societies will adapt to climate change. We show in this paper that this process has already been happening in the United States. Over the course of the past 50 years, the tendency of Americans to move from the coldest places (“snow belt”), which have become warmer, to the hottest places (“sun belt”), which have become hotter, has steadily declined. In the latest full decade, 2010-2020, both county population growth and county net migration rates were essentially uncorrelated with the historical means of either extreme heat days or extreme cold days. The decline in these correlations over the past 50 years is true across counties, across commuting zones, and across states. It holds for urban and suburban counties; for rural counties the correlations have even reversed. It holds for all educational groups, with the sharpest decline in correlations for those with four or more years of college. Among age groups, the pattern is strongest for age groups 20-29 and 60-69, suggestive of climate being an especially important factor for those in life stages involving long-term location choices. Given climate change projections for coming decades of increasing extreme heat in the hottest U.S. counties and decreasing extreme cold in the coldest counties, our findings suggest the “pivoting” in the U.S. climate-migration correlation over the past 50 years is likely to continue, leading to a reversal of the 20th century snow belt to sun belt migration pattern.",https://www.frbsf.org/wp-content/uploads/wp2024-21.pdf,fedfwp:98566:original
"Pensions, social security, and the distribution of wealth","Sunden, Annika E., Kennickell, Arthur B.",N/A,"This paper uses the Survey of Consumer Finances (SCF) to examine pension coverage, estimate Social Security and pension wealth for U.S. households in 1989 and 1992, and estimate the effects of pension wealth on non-pension net worth. As expected, the SCF data show that including pensions and Social Security in net worth makes the distribution more even. The analysis of the effects of pension wealth on other types of savings indicates that there is a negative effect of defined benefit plan coverage on non-pension net worth. Surprisingly, the effect of defined contribution plans, such as 401(k) plans is insignificant.",http://www.federalreserve.gov/pubs/feds/1997/199755/199755abs.html,fedgfe:33601:original
Inferring market power from time-series data: the case of the banking firm,"Liang, J. Nellie, Hannan, Timothy H.",N/A,N/A,,fedgfe:33662:original
"Efficiency wages, nominal rigidities, and the cyclical behavior of real wages and marginal cost","Kiley, Michael T.",N/A,This paper presents a model in which efficiency wages generate acyclical real wages but do not lower the sensitivity of marginal cost to output or increase price stickiness. Consideration of previous models suggests that efficiency wages are a poor source of real rigidity.,http://www.federalreserve.gov/pubs/feds/1997/199724/199724abs.html,fedgfe:34407:original
Does distance matter in banking?,"Brevoort, Kenneth P., Wolken, John D.",N/A,"Deregulation and technological change have reduced the transactions costs that led to the dominance of local financial service suppliers, leading some to question if distance still matters in banking. This debate has been particularly acute in small business banking, where transactions costs are believed to be particularly high. This paper provides a detailed review of the literature on distance in banking markets, highlighting the reasons why geographic proximity is believed to be important and examining the changes that may have affected its importance. Relying on new data from the 2003 Survey of Small Business Finances, we examine how distances between small firms and their financial service suppliers changed over the 1993-2003 decade. Our analysis reveals that distances increased, though the extent varied substantially across financial services and supplier types. Generally, increases were observed in the early half of the decade, while distances declined in the following five years. There was also a trend towards less in person interaction between small firms and their suppliers of financial services. Nevertheless, most relationships remained local, with a median distance of 5 miles in 2003. The results suggest that distance, while perhaps not as tyrannical as in the past, remains an important factor in banking.",http://www.federalreserve.gov/pubs/feds/2008/200834/200834abs.html,fedgfe:34713:original
