title,authors,publication_date,abstract,url,id
Mixed signals: labor markets and monetary policy,"Nechio, Fernanda, Daly, Mary C., Bosler, Canyon",N/A,"Since the Great Recession, standard ways of measuring the labor market have given mixed signals about the strength of the U.S. recovery. This has increased the uncertainty around how to interpret job market conditions, which has made calibrating monetary policy to achieve full employment more challenging. Ultimately, policymakers need to make judgments about how much these conflicting indicators reflect cyclical weakness in the job market versus structural factors that would be less easily remedied with monetary policy.",https://www.frbsf.org/wp-content/uploads/el2014-36.pdf,fedfel:2998
“Great Resignations” Are Common During Fast Recoveries,"Hobijn, Bart",N/A,"The record percentage of workers who are quitting their jobs, known as the “Great Resignation,” is not a shift in worker attitudes in the wake of the pandemic. Evidence on which workers are quitting suggests that it reflects the strong rebound of the demand for younger and less-educated workers. Historical data on quits in manufacturing suggest that the current wave is not unusual. Waves of job quits have occurred during all fast recoveries in the postwar period.",https://www.frbsf.org/wp-content/uploads/sites/4/el2022-08.pdf,fedfel:93909
Speculative capital inflows and exchange rate targeting in the Pacific Basin,"Kletzer, Kenneth M., Spiegel, Mark M.",N/A,"This paper studies the process of capital inflow management and speculative inflows for countries pursuing the joint goals of monetary and exchange rate management.  We introduce a sticky-price model with imperfect asset substitutability in which a central bank engages in costly sterilization to mitigate the influence of capital inflows on its policy targets.  The costs of sterilization, often referred to as \""quasi-fiscal costs\"" in the literature, reflect the loss experienced by the central bank by holding foreign securities whose nominal yields are inferior to those paid on domestic bonds.  Our model demonstrates that if the sterilization process reflects a real cost to the central bank, it will rationally choose to limit its sterilization activity. However, we argue that the true quasi-fiscal costs of sterilization to the central bank may not be as large as they appear if the spreads between yields on domestic and foreign securities reflect true default risk premia. ; We then obtain upper bound estimates for the quasi-fiscal costs of sterilization borne by six developing country nations which experienced large capital inflows.   Our results indicate that even our upper bound estimates of these costs are quite small, but can become non-trivially large during brief periods of capital inflow surges.  We then conduct parametric and time series studies to examine whether central bank behavior responded to these quasi-fiscal costs over the course of our sample.  Our results fail to indicate much of a role for quasi-fiscal costs during tranquil periods, but we find that some of the nations in our sample responded to large increases in quasi-fiscal costs by easing domestic credit.",,fedfpb:11744:original
Financial intermediation and monetary policy in a general equilibrium banking model,"Labadie, Pamela",N/A,N/A,,fedgfe:34347:original
In Search of Lost Time Aggregation,"Crawley, Edmund",N/A,"In 1960, Working noted that time aggregation of a random walk induces serial correlation in the first difference that is not present in the original series. This important contribution has been overlooked in a recent literature analyzing income and consumption in panel data. I examine Blundell, Pistaferri and Preston (2008) as an important example for which time aggregation has quantitatively large effects. Using new techniques to correct for the problem, I find the estimate for the partial insurance to transitory shocks, originally estimated to be 0.05, increases to 0.24. This larger estimate resolves the dissonance between the low partial consumption insurance estimates of Blundell, Pistaferri and Preston (2008) and the high marginal propensities to consume found in the natural experiment literature.",https://www.federalreserve.gov/econres/feds/files/2019075pap.pdf,fedgfe:35031:original
The Effect of the China Connect,"Ma, Chang, Rogers, John H., Zhou, Sili",N/A,"We document the effect on Chinese firms of the Shanghai (Shenzhen)-Hong Kong Stock Connect. The Connect was an important capital account liberalization introduced in the mid-2010s. It created a channel for cross-border equity investments into a selected set of Chinese stocks while China's overall capital controls policy remained in place. Using a difference-in-difference approach, and with careful attention to sample selection issues, we find that mainland Chinese firm-level investment is negatively affected by contractionary U.S. monetary policy shocks and that firms in the Connect are more adversely affected than those outside of it. These effects are economically large, robust, and stronger for firms whose stock return has a higher covariance with the world market return. We also find that firms in the Connect enjoy lower financing costs, invest more, and have higher profitability than unconnected firms. We discuss the implications of our results for the debate on capital controls and independence of Chinese monetary policy.",https://www.federalreserve.gov/econres/feds/files/2019087pap.pdf,fedgfe:86700:original
Entrepreneurs in the U.S. face less red tape,"Poole, William, Wall, Howard J.",N/A,N/A,https://www.stlouisfed.org/publications/regional-economist/october-2004/entrepreneurs-in-the-us-face-less-red-tape,fedlre:27145
The Risk of Yield Curve Inversion—and How to Avoid It,"Bullard, James B.",N/A,"St. Louis Fed President James Bullard discusses the possibility of yield curve inversion, which tends to be a bearish signal for the U.S. economy, and ways it could be avoided.",https://www.stlouisfed.org/publications/regional-economist/third-quarter-2018/bullard-risk-yield-curve,fedlre:27284
Inflation continues,anonymous,N/A,N/A,https://files.stlouisfed.org/files/htdocs/publications/review/69/08/Continues_Aug1969.pdf,fedlrv:24672
"Asset mispricing, arbitrage, and volatility","Schmid, Frank A., Emmons, William R.",N/A,"Market efficiency remains a contentious topic among financial economists. The theoretical case for efficient markets rests on the notion of risk-free, cost-free arbitrage. In real markets, however, arbitrage is not risk-free or cost-free. In addition, the number of informed arbitrageurs and the supply of financial resources they have to invest in arbitrage strategies is limited. This article builds on an important recent model of arbitrage by professional traders who need?but lack?wealth of their own to trade. Professional abitrageurs must convince wealthy but uninformed investors to entrust them with investment capital in order to exploit mispricing and push market prices back toward intrinsic value. The authors introduce an objective function for the arbitrageur that resembles real-world contracts. Also, the authors calibrate the objective function to show that arbitrage generally has a price-stabilizing influence and reduces volatility in asset returns.",https://files.stlouisfed.org/files/htdocs/publications/review/02/11/EmmonsSchmid.pdf,fedlrv:24757
Monetary policy and financial market expectations: what did they know and when did they know it?,"Wheelock, David C., Pakko, Michael R.",N/A,"Interest rates sometimes seem to respond to Federal Reserve policy actions in unexpected ways--for example, falling when the Fed \\"" tightens\\"" monetary policy or rising when the Fed \\""eases\\"" policy. In this article, Michael R. Pakko and David C. Wheelock attempt to demystify such responses. They show how trading in the federal funds futures market reveals public expectations of Federal Reserve actions, and how our knowledge of these expectations can help us interpret the behavior of interest rates.",https://files.stlouisfed.org/files/htdocs/publications/review/96/07/9607cc.pdf,fedlrv:26068
Why it's important to understand economics,"Walstad, William",N/A,N/A,http://minneapolisfed.org/publications_papers/pub_display.cfm?id=3582,fedmrr:40289
The Primary Dealer Credit Facility,"Martin, Antoine, McLaughlin, Susan",N/A,"The Federal Reserve established a new Primary Dealer Credit Facility (PDCF) in March 2020, to allow primary dealers to support smooth market functioning and facilitate the availability of credit to businesses and households, in the face of deteriorating conditions in the market for triparty repo financing due to the coronavirus pandemic. A similar facility had been established in March 2008 to help restore the orderly functioning of the market, following the near-bankruptcy of Bear Stearns, and to prevent the spillover of distress to other financial firms. This article provides an overview of the 2020 PDCF and compares it to the 2008 version.",https://www.newyorkfed.org/medialibrary/media/research/epr/2022/epr_2022_pdcf_martin.pdf,fednep:94435
The Effect of Fed Funds Rate Hikes on Consumer Borrowing Costs,"Kim, Sooji, Plosser, Matthew, Boyarchenko, Nina",N/A,"The target federal funds rate has hovered around zero for nearly a decade, and observers are questioning what effect an increase could have on both the financial markets and the real economy. In this post, we examine the historical reaction of loan rates to target rate increases. Specifically, we examine the interest rates that banks offer on residential mortgages and home equity lines of credit (HELOCs).",https://libertystreeteconomics.newyorkfed.org/2015/12/the-effect-of-fed-funds-rate-hikes-on-consumer-borrowing-costs.html,fednls:87085
Introduction to Heterogeneity Series II: Labor Market Outcomes,"Chakrabarti, Rajashri",N/A,"While average outcomes serve as important yardsticks for how the economy is doing, understanding heterogeneity—how outcomes vary across a population—is key to understanding both the whole picture and the implications of any given policy. Following our six-part look at heterogeneity in October 2019, we now turn our focus to heterogeneity in the labor market—the subject of four posts set for release tomorrow morning. Average labor market statistics mask a lot of underlying variability—disparities that factor into labor market dynamics. While we have written about labor market heterogeneity before, this series is an attempt to pull together in a cohesive way new insights on the labor market and highlight details that are not immediately obvious when we study aggregate labor market statistics.",https://libertystreeteconomics.newyorkfed.org/2020/03/introduction-to-heterogeneity-series-ii-labor-market-outcomes.html,fednls:87559
The U.S. economic outlook,"Dudley, William",N/A,"Remarks at the Washington and Lee University H. Parker Willis Lecture in Political Economics, Lexington, Virginia.",https://www.newyorkfed.org/newsevents/speeches/2010/dud100401.html,fednsp:30136
"A Discussion of Economic Conditions, Key Secular Trends and the Limits of Monetary Policy: remarks before the Economic Club of New York, New York City, November 30, 2016.","Kaplan, Robert S.",N/A,"Remarks before the Economic Club of New York, New York City, November 30, 2016.",https://www.dallasfed.org/news/speeches/kaplan/2016/rsk161130.aspx,feddsp:28952
Biotech and the San Antonio economy,"Phillips, Keith R., Dzula, Maria Ritka",N/A,N/A,https://fraser.stlouisfed.org/title/6367/item/608169,feddvi:33114
Recent developments in loan loss provisioning at U.S. commercial banks,"O'Toole, Randy, Kwan, Simon H.",N/A,N/A,https://www.frbsf.org/research-and-insights/publications/economic-letter/1997/07/recent-developments-in-loan-loss-provisioning-at-us-commercial-banks/,fedfel:1809
Nobel views on inflation and unemployment,"Walsh, Carl E.",N/A,N/A,https://www.frbsf.org/research-and-insights/publications/economic-letter/1997/01/nobel-views-on-inflation-and-unemployment/,fedfel:1994
Monetary Policy and the Economic Outlook: A Fine Balancing Act,"Williams, John C.",N/A,"The economy is in a good place. Unemployment is low and confidence is high. The challenges to address are good ones: keeping the expansion going, bringing inflation up to its 2% target, and using this period to normalize monetary policy in general and interest rates in particular. The years ahead will require a balanced approach, guided by the data. The following is adapted from remarks by the president and CEO of the Federal Reserve Bank of San Francisco at the 54th Annual Economic Forecast, Phoenix, AZ, on November 29.",http://www.frbsf.org/economic-research/files/el2017-36.pdf,fedfel:2453
Uncertainty and the disappearance of international credit,"Aizenman, Joshua, Marion, Nancy P.",N/A,N/A,https://www.frbsf.org/wp-content/uploads/aizenman.pdf,fedfpr:28665
Banking Consolidation and Small Firm Financing for Research and Development,"Chang, Andrew C.",N/A,"This paper examines the effect of increased market concentration of the banking industry caused by the Riegle-Neal Interstate Banking and Branching Efficiency Act (IBBEA) on the availability of finance for small firms engaged in research and development (R&D). I measure the financing decisions of these small firms using a balanced panel of Small Business Innovation Research (SBIR) applications. Using difference-in-differences, I find IBBEA decreased the supply of finance for small R&D firms. This effect is larger for late adopters of IBBEA, which tended to be states with stronger small banking sectors pre-IBBEA.",http://www.federalreserve.gov/econresdata/feds/2016/files/2016029pap.pdf,fedgfe:34234:original
Cyclical patterns in the variance of economic activity,"Sichel, Daniel E., French, Mark W.",N/A,N/A,,fedgfe:35519:original
Across the Universe: Policy Support for Employment and Revenue in the Pandemic Recession,"Decker, Ryan A., Nekarda, Christopher J., Kurtzman, Robert J., Lutz, Byron F.",N/A,"Using data from 14 government sources, we develop comprehensive estimates of U.S. economic activity by sector, legal form of organization, and firm size to characterize how four government direct lending programs—the Paycheck Protection Program, the Main Street Lending Program, the Corporate Credit Facilities, and the Municipal Lending Facilities—relate to these classes of economic activity in the United States. The classes targeted by these programs are vast—accounting for 97 percent of total U.S. employment—though entityspecific financial criteria limit coverage within specific programs. These programs notionally cover a far larger universe than what was targeted by analogous Great Recession-era lending policies. We relate our estimates to those from timely alternative data sources, which do not typically cover the majority of the economic universe.",https://www.federalreserve.gov/econres/feds/files/2020099pap.pdf,fedgfe:89125:original
Losing insurance and psychiatric hospitalizations,"Tello-Trillo, D. Sebastian, Maclean, Johanna Catherine, Webber, Douglas A.",N/A,"We study the effect of losing insurance on psychiatric – mental health disorder (MHD) and substance use disorder (SUD) – hospital-based care. Psychiatric disorders cost the U.S. over $1T each year and hospitalizations provide important and valuable care for patients with these disorders. We use variation in public insurance coverage (Medicaid) eligibility offered by a large-scale and unexpected disenrollment in the state of Tennessee in 2005 that lead to 190,000 individuals losing their insurance. Medicaid enrollees are at elevated risk for psychiatric disorders. Following the disenrollment, hospitalizations for SUDs declined by 15.4 percent. Findings suggest that MHD hospitalizations declined by 4.2 percent, but the coefficient estimate is imprecise. The expected financing of hospital care received also changed, with the probability that Medicaid was listed as the expected payer for MHD and SUD hospitalizations declining by 27.5 percent and 30.8 percent respectively post-disenrollment",https://www.federalreserve.gov/econres/feds/files/2022069pap.pdf,fedgfe:95063:original
Some policy aspects of foreign operations of international banks,"Gemmill, Robert F.",N/A,N/A,http://www.federalreserve.gov/pubs/ifdp/1972/6/ifdp6.pdf,fedgif:37456:original
"Statement to Congress, February 22, 1994 (semi-annual monetary policy report)","Greenspan, Alan",N/A,N/A,,fedgrb:15389
The Federal Reserve in the payments system,anonymous,N/A,N/A,,fedgrb:16755
"Statement to Congress, July 15, 1997, (disclosure requirements for home mortgage loans under TILA and unify them with RESPA)","Meyer, Laurence H.",N/A,N/A,http://www.federalreserve.gov/boarddocs/testimony/1997/19970715.htm,fedgrb:17147
"The Community Reinvestment Act and the recent mortgage crisis: a speech at the Confronting Concentrated Poverty Policy Forum, Board of Governors of the Federal Reserve System, Washington, D.C., December 3, 2008","Kroszner, Randall S.",N/A,N/A,http://www.federalreserve.gov/newsevents/speech/kroszner20081203a.htm,fedgsq:22146
"Welcoming remarks: a speech at the Federal Reserve System Town Hall Meeting with Educators, Washington, D.C., September 30, 2010","Bernanke, Ben S.",N/A,N/A,http://www.federalreserve.gov/newsevents/speech/bernanke20100930a.htm,fedgsq:22280
"Monetary policy in the crisis: past, present, and future: a speech at the Brimmer Policy Forum, American Economic Association Annual Meeting, Atlanta, Georgia, January 3, 2010","Kohn, Donald L.",N/A,N/A,http://www.federalreserve.gov/newsevents/speech/kohn20100103a.htm,fedgsq:22435
"Inviting Participation: The Public’s Role in Stress Testing’s Next Chapter a speech to the Council for Economic Education, New York, New York, February 6, 2019.","Quarles, Randal K.",N/A,N/A,https://www.federalreserve.gov/newsevents/speech/files/quarles20190206a.pdf,fedgsq:23009
"Antitrust laws, Justice department guidelines, and the limits of concentration in local banking markets","Burke, Jim",N/A,N/A,,fedgss:432
Strategic groups in banking,"Amel, Dean F., Rhoades, Stephen A.",N/A,N/A,,fedgwf:18193:original
"Innovation, Diffusion and Intellectual Property Rights","Wang, Zhu",N/A,"Our recent working paper studies innovation and diffusion of technology along an industry's evolution and characterizes how diffusion affects the incentives to innovate. In our analysis, firms participate in a competitive industry and face production capacity constraints. The entry of imitators thus increases industry supply and is socially beneficial to a degree. We show that, from the social welfare point of view, innovators should be compensated for intellectual property rights to internalize their knowledge spillovers to imitators. However, such compensation should be only partial due to the congestion externality in the meetings between innovators and imitators where idea diffusion takes place.",https://www.richmondfed.org/publications/research/economic_brief/2023/eb_23-23,fedreb:96459
Opinion : Protectionism's dangerous allure,"Campbell, Doug",N/A,N/A,https://www.richmondfed.org/-/media/richmondfedorg/publications/research/econ_focus/2006/winter/pdf/opinion.pdf,fedrrf:61784
Industry Concentration May Help Explain Divergent Business Cycles,"Haas, Jacob, Gascon, Charles S.",N/A,U.S. states with high concentrations of certain industries may help explain why these areas diverge from the national cycle of recessions or expansions.,https://www.stlouisfed.org/on-the-economy/2020/august/industry-concentration-explain-divergent-business-cycles,l00001:88619
Can Community Colleges Step Up as Engines of Economic Recovery?,"Jacoby, Tamar",N/A,"In midsummer 2010, the New York Times sent a reporter to the Rust Belt to talk to manufacturing employers.1 Had the picture brightened in their sector? Were they adding jobs? How many of the 2 million manufacturing workers laid off since the crash in 2007 were being rehired?

The answer was unexpected and bittersweet. Manufacturing was slowly coming back, and plants were starting to rehire. But even with a vast pool of unemployed workers to draw on, employers were having trouble filling jobs. ""The people that are out of work don’t match the jobs that are open and growing,"" one Midwesterner explained.

Midwest manufacturers had retooled as they came out of the downturn, making a quantum leap of automation that made many of their old workers obsolete. An array of new jobs was available for people who could operate computerized machinery and do the math now required to solve even routine problems in the plant. These new jobs often paid better than the jobs that had been eliminated, but employers couldn’t find qualified workers.

Today, a similar threat is looming as businesses reopen in the wake of the COVID-19 lockdown. Millions of Americans are going to need fast, job-focused upskilling and reskilling to get back to work. The challenge for the nation: can we supply this essential instruction, whether safety training, technical training, IT training, or other upskilling?",https://www.atlantafed.org/-/media/documents/cweo/workforce-currents/2020/11/13/can-community-colleges-step-up-as-engines-of-economic-recovery.pdf,a00034:99362
"Online Retailing, Self-Employment Disrupt Inflation","Duca, John V.",N/A,"The employment status of increasing numbers of workers has become contingent in recent years—that is, there is greater freelance, or “gig,” employment. This development has coincided over the past two decades with an era of increasing online commerce that provides consumers a wider array of products and services at competitive prices.",https://www.dallasfed.org/research/economics/2019/0416,d00001:89340
"Banks can and should improve payments system, Atlanta Fed official says",anonymous,N/A,"At a global payments conference in France, first vice president Pat Barron challenged U.S. bankers to build on electronic payment efficiencies.",,fedafu:36044
Identifying monetary policy in a small open economy under flexible exchange rates,"Zha, Tao, Cushman, David O.",N/A,"Previous empirical study on the effects of monetary policy shocks in small open economies has produced exchange rate responses that are inconsistent with existing open economy macroeconomic theory. We argue that a careful identification of monetary policy in an explicit open economy setting is required. Using Canada as a case study, we specify and estimate a vector-autoregressive model that focuses on the identification of contemporaneous monetary policy, and we obtain tightly estimated results overall. The resulting dynamic responses to the identified monetary policy shock as well as to a foreign shock are consistent with traditional open economy analyses and highlight the importance of the exchange rate as a transmission mechanism.",https://www.atlantafed.org/-/media/documents/research/publications/wp/1995/wp957.pdf,fedawp:13618:original
State foreclosure prevention efforts: mediation and financial assistance,"Clifford, Robert",N/A,"Housing foreclosure activity in the United States and New England increased dramatically at the beginning of the housing crisis in 2006 and remains elevated. Given their economic and social costs, policymakers have developed a number of policies designed to prevent foreclosures. In recent years, state and local policymakers in New England have implemented two major foreclosure prevention policies: foreclosure mediation programs and financial assistance programs. This report reviews these two foreclosure prevention programs in the New England region. It explores how they are funded, weighs their benefits and challenges, and discusses their effectiveness at preventing foreclosures. The report concludes with policy recommendations for current and future foreclosure prevention programs.",http://www.bostonfed.org/economic/neppc/researchreports/2011/rr1103.htm,fedbcr:5450
The economic performance of the New England states in 2003: an overview,"Gerew, Nelson, Hershbein, Brad, DeCoff, Tom, Aghdasi, Eamon, Turner, Nick, Becker, Krista J., Back, Thomas",N/A,"Burdened by the poor performances of the labor markets in Connecticut and Massachusetts, the New England region lost jobs for the third year in a row. The region lost jobs in nearly all major industries and added jobs in only two: leisure & hospitality and education & health services. Even with an unemployment rate that rose, New England had a lower rate of joblessness than most other Census divisions and the nation overall. Demand for residential real estate remained strong, as home prices soared at above-average rates. Consumer price inflation persisted at a higher rate in the region than in the nation; fuel prices escalated at twice the national rate.",https://www.bostonfed.org/-/media/Documents/neei/reports/apr04.pdf?la=en,fedbni:17861
Rebuilding communities,anonymous,N/A,N/A,https://fraser.stlouisfed.org/title/6763/item/627565,fedcff:11663
Another attempt to quantify the benefits of reducing inflation,"Braun, R. Anton",N/A,"This article estimates the benefits of reducing U.S. inflation below its current level when the government simultaneously raises another distortionary tax. Other researchers have suggested that reducing inflation would have fairly large benefits?from 1 to 3 percent of gross domestic product. But that result depends on the unrealistic assumption that the government would replace inflation with a lump-sum tax, one which does not affect people's incentives. If, instead, inflation is replaced with an increase in the labor income tax, then the welfare gains that can be expected from reducing inflation below its current level are much smaller?from one-third to one-half of 1 percent of gross domestic product.",http://minneapolisfed.org/research/qr/qr1842.html,fedmqr:41754
"Identification and estimation of a model of hyperinflation with a continuum of \""sunspot\"" equilibrium","Wallace, Neil, Sargent, Thomas J.",N/A,"This paper constructs a model with two structural equations: the Government budget constraint and a linear version of Cagan?s portfolio balance equation. The model contains a continuum of equilibria with ?sunspot equilibria.? Closed forms for the solutions are found. Even though there is a continuum of equilibria, the model is overidentified econometrically, so that the model restricts time series data on price levels and currency stocks. We describe how the free parameters of the model can be estimated, including some parameters that serve to index particular members of the continuum of equilibria. The sunspot equilibria hold out some promise of explaining anomalies in the observed behavior of inflation and real balances during hyperinflations.",http://www.minneapolisfed.org/research/common/pub_detail.cfm?pb_autonum_id=551,fedmwp:42456:original
Market returns and mutual fund flows,"Remolona, Eli M., Gruenstein, Debbie, Kleiman, Paul",N/A,"With the increased popularity of mutual funds come increased concerns. Namely, could a sharp drop in stock and bond prices set off a cascade of redemptions by mutual fund investors and could the redemptions exert further downward pressure on asset markets? The authors analyze this relationship by using instrumental variables--a measuring technique previously unapplied to market returns and mutual fund flows--to determine the effect of returns on flows. Despite market observers' fears of a downward spiral in asset prices, the authors conclude that the short-term effect of market returns on mutual fund flows typically has been too weak to sustain such a spiral.",https://www.newyorkfed.org/medialibrary/media/research/epr/97v03n2/9707remo.html,fednep:19835
Auto Loan Delinquency Revs Up as Car Prices Stress Budgets,"Haughwout, Andrew F., Mangrum, Daniel, Lee, Donghoon, Wang, Crystal, Scally, Joelle, Van der Klaauw, Wilbert",N/A,"The New York Fed’s Center for Microeconomic Data released the Quarterly Report on Household Debt and Credit for the fourth quarter of 2023 this morning. Household debt balances grew by $212 billion over the last quarter. Although there was growth across most loan types, it was moderate compared to the fourth-quarter changes seen in the past few years. Mortgage balances grew by $112 billion and home equity line of credit (HELOC) balances saw an $11 billion bump as borrowers tapped home equity in lieu of refinancing first mortgages. Credit card balances, which typically see substantial increases in the fourth quarter coinciding with holiday spending, grew by $50 billion, and are now 14.5 percent higher than in the fourth quarter of 2022. Auto loan balances saw a $12 billion increase from the previous quarter, continuing the steady growth that has been in place since 2011. In this post, we revisit our analysis on credit cards and examine which groups are struggling with their auto loan payments. The Quarterly Report and this analysis are based on the New York Fed Consumer Credit Panel (CCP), a panel which is drawn from Equifax credit reports.",https://libertystreeteconomics.newyorkfed.org/2024/02/auto-loan-delinquency-revs-up-as-car-prices-stress-budgets/,fednls:97733
"Concluding remarks at the Monetary Policy Implementation in the Long Run Conference, Federal Reserve Bank of Minneapolis","Potter, Simon M.",N/A,"Remarks at the Monetary Policy Implementation in the Long Run Conference, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota.",https://www.newyorkfed.org/newsevents/speeches/2016/pot161019,fednsp:29924
"The Legal Function’s Role in the Risk Management Framework: Jack-of-All-Trades, Cog in the Machine, or Misfit Toy?","Ostrander, Richard",N/A,"Remarks at the BIS Central Bank Legal Experts’ Meeting, Bank for International Settlements, Basel, Switzerland.",https://www.newyorkfed.org/newsevents/speeches/2024/ost240419,fednsp:98149
Robust inference in models identified via heteroskedasticity,"Lewis, Daniel J.",N/A,"Identification via heteroskedasticity exploits differences in variances across regimes to identify parameters in simultaneous equations. I study weak identification in such models, which arises when variances change very little or the variances of multiple shocks change close to proportionally. I show that this causes standard inference to become unreliable, outline two tests to detect weak identification, and establish conditions for the validity of nonconservative methods for robust inference on an empirically relevant subset of the parameter vector. I apply these tools to monetary policy shocks, identified using heteroskedasticity in high frequency data. I detect weak identification in daily data, causing standard inference methods to be invalid. However, using intraday data instead allows the shocks to be strongly identified.",https://www.newyorkfed.org/medialibrary/media/research/staff_reports/sr876.pdf,fednsr:12415
Rehypothecation,"Monnet, Cyril",N/A,"How would you feel if even though you were making regular monthly payments, your mortgage bank sold your house? This may seem like an odd question, but this type of situation happens every day in financial markets in a practice known as rehypothecation. Although such practices may be hard for nontraders to understand, rehypothecation is widespread in financial markets. Following the crisis of 2007-2009, the Dodd-Frank Act put restrictions on rehypothecation for derivatives. To understand the scope of these restrictions, we need to understand the role of rehypothecation in financial trades. In this article, Cyril Monnet discusses questions such as: Which party to a financial trade does rehypothecation benefit? Are there limits to its advantages? And how should it be regulated? There are no hard and fast answers to the last question, but the author notes that we can make a more informed decision about the pros and cons of various forms of regulation if we understand the underlying economics.",https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/business-review/2011/q4/brq411_Rehypothecation.pdf,fedpbr:31969
The optimum quantity of money,"Sanches, Daniel R.",N/A,"A central premise of monetary policy in the U.S. throughout the first decade of the 21st century has been a firm commitment to avoid deflation. Indeed, it is the consensus view of policymakers and most economists. Nonetheless, Nobel laureate Milton Friedman proposed that optimal monetary policy should lead to a steady rate of deflation. For some economists, the Friedman rule is mainly a benchmark for thinking clearly about the assumptions underlying our models and a systematic guide for deciding how to modify our models, that is, a way of making scientific progress. However, it is not an exaggeration to say that most of the work in the field of monetary theory has focused on identifying situations in which Friedman?s insight does not apply. In this article, Daniel Sanches discusses the Friedman rule and the main arguments that have been made against it.",https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/business-review/2012/q4/brq412_optimum-quantity-of-money.pdf,fedpbr:32278
Banking Trends: Is Small-Business Lending Local?,"DiSalvo, James",N/A,"Although large banks dominate the market for  small-business loans, a local presence still matters",https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/economic-insights/2021/q3/eiq321.pdf,fedpbt:93040
"A panel study of investment: sales, cash flow, the cost of capital, and leverage","Kopcke, Richard W., Howrey, Mark M.",N/A,"This article compares the investment spending for each of 396 corporations during the late 1980s and early 1990s to projections of their spending derived from several basic models of investment. According to these models, capital spending, on average, adheres closely to output, profits, and the cost of capital. The pattern of average forecast errors derived from the statistical models does not correspond very closely to measures of indebtedness, liquidity, size, or type of business. It is not surprising that these variables should influence capital spending so little, once the general business climate (represented by sales or cash flow) has been taken into account. ; For the making of economic policy, the evidence suggests that the familiar macroeconomic incentives for investment would be no less effective today than they have been in the past. In particular, the volume of investment spending would appear to respond to monetary and fiscal policies in the customary way. Despite their potential differences, the models agree that monetary or fiscal policy must be unusually aggressive to increase investment spending substantially when the rate of growth of GDP is unusually low.",http://www.bostonfed.org/economic/neer/neer1994/neer194b.pdf,fedbne:41326
The role of savings and investment in balancing the current account: some empirical evidence from the United States,"Olivei, Giovanni P.",N/A,"Current account deficits ultimately reflect a disparity between a country's national savings and investment. As such, the issue of how current account balance is achieved in practice can be viewed  in terms of whether it is savings or investment that adjusts to an external deficit. In this article, the author examines empirically how savings and investment have responded to current account imbalances in the United States over the past 40 years. The main finding is that, on average, investment was largely responsible for rebalancing the current account in the long run. The finding that investment has borne the largest fraction of the external adjustment conforms with the view that, in the long run, the national savings rate constrains a country's rate of investment. Thus, in a situation with outstanding net external debt, low levels of national savings ultimately imply low levels of domestic investment. To the extent that one views net additions of capital as essential for a country's future growth prospects, low savings may signify a reduction in future standards of living.",http://www.bostonfed.org/economic/neer/neer2000/neer400a.htm,fedbne:41448
Inflation persistence,"Fuhrer, Jeffrey C.",N/A,"This paper examines the concept of inflation persistence in macroeconomic theory. It begins with a definition of persistence, emphasizing the difference between reduced-form and structural persistence. It then examines a number of empirical measures of reduced-form persistence, considering the possibility that persistence may have changed over time. The paper then examines the theoretical sources of persistence, distinguishing ?intrinsic? from ?inherited? persistence, and deriving a number of analytical results on persistence. It summarizes the implications for persistence from the literatures on ?sticky-information? models, learning models, and so-called ?trend inflation models,? providing some new results throughout.",http://www.bostonfed.org/economic/wp/wp2009/wp0914.htm,fedbwp:7197:original
Interest Rate Surprises: A Tale of Two Shocks,"Ozdagli, Ali, Nunes, Ricardo, Tang, Jenny",N/A,"Interest rate surprises around FOMC announcements reveal both the surprise in the monetary policy stance (the pure policy shock) and interest rate movements driven by exogenous information about the economy from the central bank (the information shock). In order to disentangle the effects of these two shocks, we use interest rate changes on days of macroeconomic data releases. On these release dates, there are no pure policy shocks, which allows us to identify the impact of information shocks and thereby distill pure policy shocks from interest rate surprises around FOMC announcements. Our results show that there is a prominent central bank information component in the widely used high-frequency policy rate surprise measure that needs to be parsed out. When we remove this central bank information component, the estimated effects of monetary policy shocks are more pronounced relative to those estimated using the entire policy rate surprise.",https://www.bostonfed.org/publications/research-department-working-paper/2022/interest-rate-surprises-a-tale-of-two-shocks.aspx,fedbwp:93691:original
Federal Home Loan Bank lending to community banks: are targeted subsidies necessary?,"Craig, Ben R., Thomson, James B.",N/A,"The Gramm-Leach-Bliley Act of 1999 extended the lending authority of Federal Home Loan Banks to include advances secured by small-enterprise loans of community financial institutions. The authors examine three possible reasons for the extension of this selective credit subsidy to community banks and thrifts, including the need to subsidize community depository institutions, stabilize the Federal Home Loan Banks, and address a market failure for small enterprise loans in rural banking markets. They use two empirical models to investigate whether funding constraints affect small-business lending decisions by rural community banks. The results reject the hypothesis that access to increased funds will increase the amount of small-business loans made by community banks.",https://doi.org/10.26509/frbc-wp-200112,fedcwp:39703:original
